SAMEA2623079_1004012_5	Root; k__helio; p__helio_2
SAMEA2591108_1551673_3	Root; k__type_1
SAMEA2623673_2714318_7	Root; k__type_1
SAMEA2622843_1052415_39	Root; k__type_1; p__1_1
SAMEA2622837_1296357_5	Root
SAMEA2622822_496487_17	Root; k__type_1; p__1_1
SAMEA2619766_24392_4	Root; k__helio; p__helio_1
SAMEA2622766_1599054_5	Root; k__helio; p__helio_1
SAMEA2620194_287442_10	Root; k__type_1
SAMEA2621198_1786429_5	Root; k__type_1
SAMEA2623116_1330667_6	Root; k__type_1; p__1_1
SAMEA2622518_2480524_4	Root; k__type_1
SAMEA2591108_1115264_1	Root; k__type_1; p__1_1
SAMEA2621277_3032637_3	Root; k__type_1; p__1_1
SAMEA2620929_575338_3	Root; k__type_1; p__1_1
SAMEA2621076_322415_5	Root
SAMEA2623919_1448537_3	Root; k__type_1
SAMEA2622097_1002179_2	Root
SAMEA2622021_2032039_2	Root; k__type_1; p__1_1
SAMEA2623079_2847202_10	Root; k__type_1; p__1_1
SAMEA2622336_2594958_4	Root; k__type_1
SAMEA2622766_1252431_2	Root; k__type_1
SAMEA2621020_1198219_3	Root; k__type_1
SAMEA2623079_1763600_7	Root; k__type_1; p__1_1
SAMEA2622097_1457957_13	Root
SAMEA2620929_19643_4	Root; k__type_1; p__1_1
SAMEA2591108_248239_14	Root; k__type_1; p__1_1
SAMEA2620081_637397_8	Root; k__type_1; p__1_1
SAMEA2622097_2438045_3	Root; k__helio; p__helio_2
SAMEA2622097_2438045_2	Root; k__helio; p__helio_2
SAMEA2621044_1456650_2	Root; k__type_1; p__1_1
SAMEA2620970_778300_13	Root; k__type_1; p__1_1
SAMEA2621203_2414717_12	Root; k__type_1
SAMEA2621839_1036985_1	Root
SAMEA2619548_2793914_9	Root; k__type_1; p__1_1
SAMEA2620786_2660719_2	Root; k__helio; p__helio_1
SAMEA2619927_1324048_2	Root; k__type_1
SAMEA2621423_375348_4	Root; k__type_1; p__1_1
SAMEA2621045_2007876_7	Root; k__type_1; p__1_1
SAMEA2620979_1292117_4	Root; k__type_1; p__1_1
SAMEA2619970_2376903_2	Root; k__type_1; p__1_1
SAMEA2622316_2032810_3	Root; k__type_1
SAMEA2621536_654804_18	Root
SAMEA2621021_1631110_3	Root; k__type_1
SAMEA2591122_496093_3	Root; k__type_1; p__1_1
SAMEA2622695_1620542_2	Root; k__type_1
SAMEA2591122_713405_6	Root; k__type_1; p__1_1
SAMEA2621075_2724779_5	Root; k__type_1; p__1_1
SAMEA2621221_1590064_8	Root; k__type_1
SAMEA2619399_720605_2	Root; k__type_1; p__1_1
SAMEA2619376_5338_4	Root; k__type_1
SAMEA2620929_2118450_4	Root; k__type_1; p__1_1
SAMEA2622823_939848_22	Root; k__helio; p__helio_6
SAMEA2621020_2402240_12	Root; k__type_1
SAMEA2620979_616676_5	Root; k__type_1
SAMEA2591084_238107_51	Root; k__type_1; p__1_1
SAMEA2622316_2755353_7	Root; k__type_1
SAMEA2591074_1428164_3	Root; k__type_1; p__1_1
SAMEA2621221_903572_1	Root; k__type_1; p__1_1
SAMEA2622710_2374628_24	Root; k__type_1; p__1_1
SAMEA2591122_245107_6	Root; k__type_1; p__1_1
SAMEA2591057_1199620_6	Root; k__type_1
SAMEA2620979_699211_7	Root; k__helio
SAMEA2620339_2097359_5	Root; k__type_1; p__1_1
SAMEA2619376_152_22	Root; k__type_1
SAMEA2621037_1454367_1	Root; k__type_1; p__1_1
SAMEA2621487_777489_1	Root; k__type_1; p__1_1
SAMEA2620979_203537_13	Root; k__type_1
SAMEA2623116_3299606_6	Root
SAMEA2619818_1268_1	Root; k__type_1; p__1_1
SAMEA2622695_218655_2	Root; k__type_1
SAMEA2622478_1634282_16	Root; k__helio
SAMEA2621020_576510_4	Root; k__type_1; p__1_1
SAMEA2622695_1139363_6	Root; k__helio
SAMEA2620979_1307452_3	Root; k__type_1; p__1_1
SAMEA2622452_487207_4	Root; k__type_1; p__1_1
SAMEA2619376_116_38	Root; k__type_1; p__1_1
SAMEA2620979_1080747_4	Root; k__helio; p__helio_2
SAMEA2619782_13961_6	Root; k__helio; p__helio_5
SAMEA2620979_1080747_6	Root; k__helio; p__helio_2
SAMEA2621259_1069194_3	Root; k__type_1
SAMEA2619782_18679_5	Root; k__type_1; p__1_1
SAMEA2619782_76_78	Root; k__type_1; p__1_1
SAMEA2623886_1804124_45	Root; k__type_1; p__1_1
SAMEA2623808_1740844_1	Root; k__type_1; p__1_1
SAMEA2620570_387662_9	Root
SAMEA2622822_1681618_9	Root; k__type_1; p__1_1
SAMEA2622149_1980102_2	Root; k__type_1; p__1_1
SAMEA2591108_74427_4	Root; k__type_1
SAMEA2620979_255452_14	Root; k__type_1
SAMEA2621423_132437_1	Root; k__type_1; p__1_1
SAMEA2621259_2616127_1	Root; k__type_1; p__1_1
SAMEA2621044_2178422_3	Root; k__helio; p__helio_2
SAMEA2622219_4114147_5	Root; k__type_1
SAMEA2619907_1642992_6	Root; k__type_1; p__1_1
SAMEA2621277_2909394_2	Root; k__helio; p__helio_2
SAMEA2621075_2464014_2	Root; k__type_1
SAMEA2591108_1138728_9	Root; k__helio
SAMEA2622097_2119716_13	Root; k__type_1
SAMEA2621132_987846_12	Root; k__type_1; p__1_1
SAMEA2621423_642957_1	Root; k__helio; p__helio_2
SAMEA2623295_2026976_4	Root; k__type_1; p__1_1
SAMEA2623116_65335_10	Root; k__type_1; p__1_1
SAMEA2591108_567714_15	Root; k__type_1
SAMEA2619818_369_4	Root
SAMEA2619802_16128_2	Root; k__type_1; p__1_1
SAMEA2623116_2138046_3	Root; k__type_1
SAMEA2623488_1546523_8	Root; k__type_1; p__1_1
SAMEA2619818_22491_3	Root; k__type_1; p__1_1
SAMEA2619907_873661_11	Root; k__type_1; p__1_1
SAMEA2619952_1844118_4	Root; k__type_1; p__1_4
SAMEA2622074_987509_11	Root
SAMEA2621075_1901080_2	Root; k__helio; p__helio_2
SAMEA2591074_356659_1	Root; k__helio; p__helio_1
SAMEA2622715_148966_7	Root; k__type_1; p__1_1
SAMEA2591074_356659_4	Root
SAMEA2623734_3023417_4	Root; k__type_1; p__1_1
SAMEA2622796_146045_1	Root; k__type_1; p__1_1
SAMEA2621075_294119_44	Root; k__type_1
SAMEA2623446_1545299_1	Root; k__type_1; p__1_1
SAMEA2621155_981157_2	Root; k__type_1; p__1_1
SAMEA2621259_2224741_4	Root; k__type_1
SAMEA2621839_1759784_18	Root; k__type_1
SAMEA2622219_2273633_9	Root; k__helio; p__helio_1
SAMEA2591108_508741_1	Root; k__helio
SAMEA2621020_137842_7	Root; k__type_1
SAMEA2621020_2509357_2	Root; k__type_1
SAMEA2619531_2043101_13	Root; k__type_1
SAMEA2619399_2847318_3	Root; k__type_1; p__1_1
SAMEA2620970_243516_86	Root; k__helio
SAMEA2623116_798889_15	Root; k__type_1; p__1_1
SAMEA2623275_300842_5	Root; k__type_1
SAMEA2622097_839474_4	Root; k__helio; p__helio_2
SAMEA2622316_2540784_15	Root; k__type_1; p__1_1
SAMEA2621812_1032756_6	Root; k__type_1
SAMEA2623135_139002_9	Root; k__type_1
SAMEA2622219_3613845_4	Root; k__helio; p__helio_2
SAMEA2621203_1844378_4	Root; k__helio
SAMEA2622119_968173_8	Root; k__type_1; p__1_1
SAMEA2622837_2214772_3	Root; k__type_1; p__1_1
SAMEA2620081_2493749_7	Root; k__type_1; p__1_1
SAMEA2621401_574189_5	Root; k__type_1
SAMEA2619667_2867_2	Root; k__type_1; p__1_1
SAMEA2623079_2164382_4	Root; k__type_1; p__1_2
SAMEA2620230_27562_7	Root; k__type_1
SAMEA2591122_191356_15	Root; k__type_1; p__1_1
SAMEA2619952_1821841_5	Root; k__helio; p__helio_2
SAMEA2622733_1564909_1	Root; k__type_1; p__1_1
SAMEA2622518_549548_1	Root; k__type_1; p__1_1
SAMEA2620980_1119914_9	Root; k__helio; p__helio_2
SAMEA2622695_1510595_12	Root; k__type_1; p__1_4
SAMEA2620980_1416762_3	Root; k__type_1; p__1_1
SAMEA2591108_1366512_8	Root; k__type_1
SAMEA2622652_17422_2	Root; k__type_1; p__1_1
SAMEA2621216_2293027_2	Root; k__helio; p__helio_1
SAMEA2620081_1111313_8	Root; k__type_1; p__1_1
SAMEA2621203_2294458_3	Root; k__type_1
SAMEA2623446_1457557_6	Root; k__type_1; p__1_1
SAMEA2621401_335277_8	Root
SAMEA2620929_1889583_4	Root; k__type_1; p__1_1
SAMEA2621259_1071545_6	Root; k__type_1; p__1_4
SAMEA2621536_680521_3	Root; k__helio; p__helio_2
SAMEA2619531_1399983_20	Root; k__helio; p__helio_2
SAMEA2619818_394_12	Root; k__type_1; p__1_4
SAMEA2619548_1236059_15	Root; k__type_1; p__1_1
SAMEA2620855_1794210_5	Root; k__helio
SAMEA2622478_1847582_6	Root; k__type_1; p__1_1
SAMEA2622402_14469_1	Root; k__type_1; p__1_1
SAMEA2621013_582678_1	Root; k__type_1; p__1_1
SAMEA2619857_124935_7	Root; k__helio; p__helio_1
SAMEA2621423_91583_48	Root; k__helio; p__helio_2
SAMEA2620979_1281730_1	Root; k__type_1; p__1_1
SAMEA2621509_622888_5	Root; k__helio; p__helio_2
SAMEA2621277_2055901_5	Root; k__type_1; p__1_1
SAMEA2622402_3395205_4	Root; k__type_1; p__1_1
SAMEA2620979_1887267_4	Root; k__type_1
SAMEA2619857_391591_11	Root; k__helio; p__helio_4
SAMEA2591108_1414467_5	Root; k__helio; p__helio_2
SAMEA2619766_10238_7	Root; k__helio; p__helio_2
SAMEA2620672_2015096_3_split_2	Root; k__helio
SAMEA2620570_2523411_16	Root; k__helio; p__helio_1
SAMEA2620259_1871660_2	Root; k__type_1
SAMEA2620756_77093_67	Root; k__type_1; p__1_1
SAMEA2623513_2758011_3	Root; k__type_1; p__1_3
SAMEA2621812_1118336_2	Root; k__type_1; p__1_1
SAMEA2622173_82207_25	Root; k__type_1; p__1_1
SAMEA2623116_1526887_3	Root; k__type_1
SAMEA2622715_1391869_3	Root; k__type_1; p__1_1
SAMEA2622658_1401682_6	Root; k__helio; p__helio_2
SAMEA2619678_621622_11	Root; k__type_1; p__1_1
SAMEA2620786_543922_21	Root; k__type_1; p__1_1
SAMEA2623919_2812720_6	Root; k__type_1; p__1_1
SAMEA2619840_2486130_7	Root; k__type_1; p__1_1
SAMEA2621277_867150_5	Root; k__type_1
SAMEA2620980_740681_71	Root; k__type_1; p__1_1
SAMEA2622452_1123682_7	Root; k__type_1; p__1_1
SAMEA2622837_2510011_5	Root; k__type_1; p__1_1
SAMEA2621423_723361_10	Root; k__helio; p__helio_2
SAMEA2619879_1115031_4	Root; k__type_1
SAMEA2591108_218900_2	Root; k__helio; p__helio_2
SAMEA2621536_543696_4	Root; k__type_1; p__1_2
SAMEA2619678_834915_84	Root; k__type_1; p__1_1
SAMEA2621045_1281069_15	Root; k__type_1; p__1_1
SAMEA2623116_3375428_6	Root; k__type_1; p__1_1
SAMEA2623116_3158637_12	Root; k__type_1; p__1_4
SAMEA2621132_1125729_3	Root; k__type_1; p__1_1
SAMEA2622452_2389362_2	Root; k__helio
SAMEA2621259_1635154_26	Root; k__helio; p__helio_1
SAMEA2620995_2929323_1	Root; k__type_1; p__1_1
SAMEA2621536_1017808_6	Root; k__helio
SAMEA2621277_3079853_9	Root; k__type_1
SAMEA2621487_1102686_4	Root; k__type_1; p__1_1
SAMEA2620979_1070752_3	Root; k__helio
SAMEA2621779_37212_7	Root; k__type_1; p__1_4
SAMEA2622219_358894_40	Root; k__helio; p__helio_2
SAMEA2621277_634071_8	Root; k__helio
SAMEA2619399_2698962_4	Root; k__type_1
SAMEA2621132_3287185_6	Root; k__type_1
SAMEA2620828_1963811_4	Root; k__type_1; p__1_1
SAMEA2619927_1109622_2	Root; k__type_1; p__1_3
SAMEA2622149_590498_2	Root; k__type_1; p__1_1
SAMEA2622695_475850_15	Root; k__type_1; p__1_1
SAMEA2619782_6070_3	Root; k__type_1; p__1_1
SAMEA2621779_920990_5	Root; k__type_1
SAMEA2619818_11610_3	Root; k__type_1
SAMEA2619376_505_50	Root; k__type_1
SAMEA2623059_2481824_2	Root; k__helio
SAMEA2622219_3130959_13	Root; k__helio; p__helio_2
SAMEA2622652_5216_5	Root; k__helio
SAMEA2622817_271216_5	Root
SAMEA2619857_117796_3	Root; k__type_1; p__1_1
SAMEA2622837_2694052_4	Root; k__type_1; p__1_1
SAMEA2623808_1079619_2	Root; k__type_1
SAMEA2620339_928492_2	Root; k__type_1; p__1_1
SAMEA2619531_1460957_10	Root; k__type_1; p__1_1
SAMEA2621401_1303456_7	Root; k__helio; p__helio_1
SAMEA2623627_2862838_2	Root; k__type_1; p__1_1
SAMEA2621020_1683730_8	Root; k__type_1
SAMEA2620979_200182_2	Root; k__type_1
SAMEA2619907_705725_1	Root; k__type_1; p__1_1
SAMEA2621232_2183561_10	Root; k__helio; p__helio_6
SAMEA2622219_2436768_5	Root; k__type_1
SAMEA2620979_335054_4	Root; k__helio; p__helio_1
SAMEA2622219_669380_9	Root; k__type_1; p__1_4
SAMEA2619952_1677347_9	Root; k__type_1; p__1_1
SAMEA2619548_2196513_28	Root; k__type_1; p__1_1
SAMEA2623116_1723938_4	Root; k__type_1
SAMEA2622402_52107_7	Root; k__helio; p__helio_2
SAMEA2619766_24663_10	Root; k__helio; p__helio_1
SAMEA2621044_1345900_3	Root; k__helio; p__helio_2
SAMEA2623756_980485_2	Root; k__helio; p__helio_6
SAMEA2619857_482696_3	Root; k__type_1; p__1_1
SAMEA2623275_815365_6	Root; k__type_1
SAMEA2619857_405215_2	Root; k__type_1; p__1_1
SAMEA2621277_2597444_1	Root; k__helio; p__helio_2
SAMEA2622402_667058_3	Root; k__type_1; p__1_1
SAMEA2619818_2315_6	Root; k__type_1; p__1_1
SAMEA2621423_838368_24	Root; k__type_1; p__1_1
SAMEA2619879_1223599_3	Root; k__helio; p__helio_2
SAMEA2622801_321873_14	Root; k__type_1; p__1_1
SAMEA2591074_637059_2	Root; k__type_1; p__1_1
SAMEA2620929_631349_4	Root; k__type_1; p__1_1
SAMEA2620021_659465_17	Root; k__type_1; p__1_1
SAMEA2591122_1927317_4	Root; k__type_1; p__1_1
SAMEA2621423_1559714_12	Root; k__type_1; p__1_1
SAMEA2619548_214064_2	Root; k__type_1; p__1_1
SAMEA2623627_2805135_39	Root; k__type_1; p__1_1
SAMEA2622822_1061884_2	Root; k__type_1; p__1_1
SAMEA2619782_2875_3	Root; k__type_1; p__1_1
SAMEA2621020_821955_7	Root; k__type_1; p__1_1
SAMEA2621203_2414717_10	Root; k__type_1
SAMEA2622173_1663572_2	Root; k__type_1
SAMEA2622097_1755157_2	Root
SAMEA2623756_1300214_4	Root; k__helio; p__helio_6
SAMEA2619818_1424_7	Root; k__type_1; p__1_1
SAMEA2621509_792543_4	Root; k__helio; p__helio_2
SAMEA2619399_1463837_4	Root; k__type_1; p__1_1
SAMEA2622316_1028038_3	Root; k__type_1; p__1_1
SAMEA2623627_1069644_18	Root; k__type_1; p__1_1
SAMEA2622316_304965_1	Root
SAMEA2620081_1896517_11	Root; k__type_1; p__1_1
SAMEA2621990_1360130_5	Root; k__type_1; p__1_1
SAMEA2620651_1489435_2	Root; k__helio
SAMEA2622097_968367_6	Root; k__type_1; p__1_1
SAMEA2620404_621193_6	Root; k__type_1; p__1_1
SAMEA2620734_306570_36	Root; k__type_1
SAMEA2619840_1154112_9	Root; k__type_1; p__1_1
SAMEA2619678_2065813_4	Root; k__type_1
SAMEA2623116_1111929_2	Root; k__type_1
SAMEA2623135_2054178_3	Root; k__helio; p__helio_2
SAMEA2622219_1393579_16	Root; k__type_1; p__1_4
SAMEA2591122_2294687_35	Root; k__type_1; p__1_1
SAMEA2619952_2350843_20	Root; k__type_1; p__1_1
SAMEA2621254_2433940_9	Root; k__type_1; p__1_1
SAMEA2620979_1389619_2	Root; k__type_1
SAMEA2621075_1582782_1	Root; k__helio; p__helio_2
SAMEA2591108_499059_6	Root; k__type_1
SAMEA2621487_818947_36	Root; k__type_1; p__1_1
SAMEA2623135_1692850_4	Root; k__helio
SAMEA2623426_1843906_8	Root; k__type_1
SAMEA2623673_3000060_20	Root; k__helio; p__helio_2
SAMEA2619879_765630_4	Root; k__helio; p__helio_2
SAMEA2622710_546365_7	Root; k__helio
SAMEA2622119_982967_6	Root; k__type_1; p__1_1
SAMEA2623673_991118_3	Root; k__type_1
SAMEA2620828_2641504_6	Root; k__type_1
SAMEA2622716_706518_12	Root; k__helio; p__helio_2
SAMEA2621076_2557469_4	Root; k__type_1; p__1_1
SAMEA2619907_2329181_24	Root; k__helio; p__helio_5
SAMEA2623059_696232_2	Root; k__helio
SAMEA2622733_3213538_5	Root; k__type_1; p__1_1
SAMEA2622715_805315_15	Root; k__type_1
SAMEA2622842_579105_39	Root; k__type_1; p__1_4
SAMEA2620979_262029_1	Root; k__type_1; p__1_1
SAMEA2621423_1226452_3	Root; k__type_1
SAMEA2623826_3198294_7	Root; k__type_1; p__1_1
SAMEA2621812_1515773_2	Root; k__helio; p__helio_2
SAMEA2621551_2277621_7	Root; k__type_1; p__1_1
SAMEA2619952_598377_9	Root; k__helio; p__helio_1
SAMEA2623116_1769445_3	Root; k__type_1
SAMEA2622219_896449_3	Root
SAMEA2619678_602943_3	Root; k__type_1; p__1_1
SAMEA2623627_565846_3	Root; k__type_1; p__1_1
SAMEA2591057_648810_19	Root; k__type_1
SAMEA2621487_1559565_7	Root; k__type_1
SAMEA2621203_15401_4	Root; k__type_1
SAMEA2621277_1582956_1	Root; k__type_1; p__1_1
SAMEA2623673_2790426_8	Root; k__helio; p__helio_1
SAMEA2621839_1249300_1	Root; k__helio; p__helio_2
SAMEA2619766_58_1	Root; k__type_1; p__1_1
SAMEA2619766_5674_1	Root; k__type_1; p__1_1
SAMEA2619952_567433_4	Root; k__helio
SAMEA2619548_2864805_10	Root; k__type_1; p__1_1
SAMEA2619766_913_22	Root; k__type_1; p__1_1
SAMEA2622842_1863578_2	Root; k__type_1
SAMEA2621839_2332429_3	Root; k__type_1; p__1_1
SAMEA2619782_72_113	Root; k__type_1; p__1_1
SAMEA2620217_233994_8	Root; k__type_1; p__1_1
SAMEA2620194_943871_9	Root; k__type_1; p__1_1
SAMEA2623275_963018_4	Root; k__type_1
SAMEA2622173_1995519_29	Root; k__helio; p__helio_2
SAMEA2621254_861016_7	Root; k__helio; p__helio_2
SAMEA2622843_357902_174	Root; k__type_1; p__1_1
SAMEA2623673_2311083_21	Root
SAMEA2621859_1126630_4	Root; k__helio; p__helio_2
SAMEA2619782_1077_32	Root; k__type_1; p__1_1
SAMEA2623116_2402565_6	Root; k__type_1; p__1_1
SAMEA2620828_2648935_4	Root; k__type_1; p__1_1
SAMEA2620995_3043124_4	Root; k__helio; p__helio_6
SAMEA2591108_1658860_3	Root; k__type_1
SAMEA2622402_2800145_2	Root; k__type_1; p__1_1
SAMEA2619802_5130_1	Root; k__type_1; p__1_1
SAMEA2623116_2087230_9	Root; k__type_1
SAMEA2621045_1519010_12	Root; k__type_1; p__1_1
SAMEA2620980_497774_1	Root; k__type_1; p__1_1
SAMEA2622765_625272_39	Root; k__type_1; p__1_1
SAMEA2622452_174320_16	Root; k__helio; p__helio_2
SAMEA2619548_271141_2	Root; k__helio; p__helio_2
SAMEA2622766_433504_10	Root; k__type_1; p__1_1
SAMEA2619766_64065_4	Root; k__type_1; p__1_1
SAMEA2623919_1299782_10	Root; k__helio; p__helio_2
SAMEA2621779_133093_3	Root; k__type_1; p__1_1
SAMEA2622316_670598_4	Root; k__type_1; p__1_1
SAMEA2619399_2527032_3	Root; k__type_1; p__1_1
SAMEA2620979_1090828_10	Root; k__helio; p__helio_2
SAMEA2619927_1545891_4	Root; k__type_1; p__1_4
SAMEA2621155_1106243_7	Root; k__type_1; p__1_1
SAMEA2591108_1212584_13	Root; k__type_1; p__1_1
SAMEA2621812_882374_25	Root; k__type_1
SAMEA2620979_1178344_60	Root
SAMEA2621779_642979_1	Root; k__type_1; p__1_1
SAMEA2620979_282473_12	Root; k__type_1; p__1_1
SAMEA2623426_2843172_2	Root; k__type_1; p__1_4
SAMEA2623808_2017600_1	Root; k__type_1; p__1_1
SAMEA2622518_727488_6	Root; k__type_1; p__1_1
SAMEA2621020_2249765_12	Root; k__type_1
SAMEA2622316_2557915_25	Root; k__helio; p__helio_2
SAMEA2619857_1137559_10	Root; k__type_1; p__1_1
SAMEA2622796_918022_4	Root; k__type_1; p__1_1
SAMEA2619818_2607_1	Root; k__helio
SAMEA2621221_793712_8	Root; k__helio; p__helio_2
SAMEA2621423_1219162_2	Root; k__type_1; p__1_1
SAMEA2620979_1582675_3	Root; k__type_1; p__1_1
SAMEA2619399_340071_35	Root; k__helio; p__helio_2
SAMEA2620980_40489_5	Root; k__helio; p__helio_2
SAMEA2619840_610519_2	Root; k__type_1; p__1_1
SAMEA2623135_2604250_10	Root; k__type_1; p__1_1
SAMEA2622097_198419_8	Root; k__helio; p__helio_1
SAMEA2619399_2654716_6	Root; k__helio
SAMEA2621423_96682_2	Root; k__type_1; p__1_1
SAMEA2622219_4481206_7	Root; k__helio; p__helio_2
SAMEA2621020_794929_3	Root; k__type_1; p__1_1
SAMEA2620979_489052_4	Root; k__type_1
SAMEA2591108_436797_5	Root; k__type_1
SAMEA2621221_1852282_5	Root; k__helio; p__helio_2
SAMEA2621132_3215762_6	Root; k__type_1; p__1_1
SAMEA2620979_1672927_5	Root; k__type_1
